CRASH_RECORD_ID,CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,TRAFFIC_CONTROL_DEVICE,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_TOTAL,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,BEAT_OF_OCCURRENCE,STREET_NAME,LATITUDE,LONGITUDE,DATE_POLICE_NOTIFIED,year
CR00000080,09/07/2023 07:50:00 AM,25,CLEAR,DARKNESS - LIGHTED ROAD,REAR END,NOT DIVIDED,NO CONTROLS,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,1,0,1,2,7,5,9,1074,FULLERTON AVE,41.996258,-87.660925,09/07/2023 09:33:00 AM,2023
CR00000081,08/19/2018 01:11:00 AM,20,CLEAR,DAYLIGHT,REAR TO FRONT,DIVIDED - W/MEDIAN (NOT RAISED),TRAFFIC SIGNAL,IMPROPER LANE USAGE,UNABLE TO DETERMINE,0,0,0,0,1,1,8,1951,OGDEN AVE,41.738028,-87.702664,08/19/2018 01:26:00 AM,2018
CR00000082,06/26/2017 05:02:00 PM,35,SNOW,DAYLIGHT,REAR END,ONE-WAY,TRAFFIC SIGNAL,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED,0,0,0,0,17,2,6,542,LAKE SHORE DR,41.972626,-87.619384,06/26/2017 05:41:00 PM,2017
CR00000083,12/27/2022 02:04:00 PM,30,CLEAR,DARKNESS - LIGHTED ROAD,ANGLE,NOT DIVIDED,TRAFFIC SIGNAL,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,IMPROPER LANE USAGE,0,0,1,1,14,3,12,1862,ASHLAND AVE,41.887295,-87.645122,12/27/2022 03:36:00 PM,2022
CR00000084,11/23/2023 06:07:00 PM,30,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN BARRIER,NO CONTROLS,FOLLOWING TOO CLOSELY,FAILING TO YIELD RIGHT-OF-WAY,0,0,1,1,18,5,11,1380,63RD ST,41.829021,-87.539168,11/23/2023 07:00:00 PM,2023
CR00000085,11/10/2017 12:09:00 PM,20,CLEAR,DAYLIGHT,REAR TO FRONT,DIVIDED - W/MEDIAN BARRIER,TRAFFIC SIGNAL,UNABLE TO DETERMINE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,0,0,0,0,12,6,11,345,FULLERTON AVE,41.84228,-87.818071,11/10/2017 12:20:00 PM,2017
CR00000086,04/19/2021 04:21:00 PM,35,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY,NO CONTROLS,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,0,0,0,0,16,2,4,2467,OGDEN AVE,41.823243,-87.544237,04/19/2021 05:58:00 PM,2021
CR00000087,05/21/2017 07:42:00 AM,30,CLEAR,DAWN,SIDESWIPE SAME DIRECTION,ONE-WAY,NO CONTROLS,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,0,0,0,0,7,1,5,2397,IRVING PARK RD,41.954182,-87.72746,05/21/2017 08:54:00 AM,2017
CR00000088,03/06/2024 05:39:00 PM,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,YIELD,FOLLOWING TOO CLOSELY,NOT APPLICABLE,0,0,0,0,17,4,3,1491,ARCHER AVE,41.867022,-87.636852,03/06/2024 07:04:00 PM,2024
CR00000089,01/26/2015 08:55:00 AM,15,CLEAR,DUSK,ANGLE,NOT DIVIDED,TRAFFIC SIGNAL,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER OVERTAKING/PASSING,0,0,0,0,8,2,1,1496,STONY ISLAND AVE,41.897203,-87.825645,01/26/2015 10:30:00 AM,2015
CR00000090,02/24/2019 10:46:00 AM,15,CLEAR,DAYLIGHT,REAR TO FRONT,FOUR WAY,NO CONTROLS,FAILING TO REDUCE SPEED,UNABLE TO DETERMINE,0,0,0,0,10,1,2,1214,CALIFORNIA AVE,41.982422,-87.641322,02/24/2019 12:40:00 PM,2019
CR00000091,06/04/2022 01:31:00 PM,20,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STOP SIGN/FLASHER,FAILING TO REDUCE SPEED,IMPROPER LANE USAGE,0,0,0,0,13,7,6,2093,OGDEN AVE,41.824255,-87.774551,06/04/2022 02:37:00 PM,2022
CR00000092,06/25/2022 10:02:00 AM,30,CLEAR,DAWN,REAR END,T-INTERSECTION,NO CONTROLS,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,0,0,0,0,10,7,6,591,WESTERN AVE,41.995334,-87.830826,06/25/2022 10:29:00 AM,2022
CR00000093,07/30/2020 07:27:00 PM,40,SNOW,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,UNABLE TO DETERMINE,FAILING TO YIELD RIGHT-OF-WAY,0,0,0,0,19,5,7,176,CALIFORNIA AVE,41.814062,-87.603715,07/30/2020 08:32:00 PM,2020
CR00000094,11/15/2015 11:36:00 AM,20,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STOP SIGN/FLASHER,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,0,0,0,0,11,1,11,1582,CICERO AVE,41.821327,-87.62595,11/15/2015 12:14:00 PM,2015
CR00000095,11/24/2019 06:15:00 AM,30,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),PEDESTRIAN CROSSING SIGN,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,0,0,0,6,1,11,2190,79TH ST,41.820135,-87.822474,11/24/2019 08:07:00 AM,2019
CR00000096,04/12/2016 03:32:00 PM,25,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,NO CONTROLS,UNABLE TO DETERMINE,IMPROPER LANE USAGE,0,0,0,0,15,3,4,726,IRVING PARK RD,41.932868,-87.727115,04/12/2016 05:17:00 PM,2016
CR00000097,07/07/2023 05:04:00 PM,45,FOG/SMOKE/HAZE,DARKNESS - LIGHTED ROAD,TURNING,DIVIDED - W/MEDIAN BARRIER,STOP SIGN/FLASHER,DISTRACTION - FROM INSIDE VEHICLE,DISTRACTION - FROM INSIDE VEHICLE,0,0,0,0,17,6,7,1423,79TH ST,41.931854,-87.677059,07/07/2023 06:41:00 PM,2023
CR00000098,07/18/2018 07:28:00 AM,45,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,NO CONTROLS,IMPROPER OVERTAKING/PASSING,IMPROPER OVERTAKING/PASSING,0,0,0,0,7,4,7,254,PULASKI RD,41.832662,-87.744013,07/18/2018 08:04:00 AM,2018
CR00000099,02/19/2019 11:18:00 PM,45,CLEAR,DAYLIGHT,TURNING,ONE-WAY,STOP SIGN/FLASHER,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,0,0,0,0,23,3,2,268,CALIFORNIA AVE,41.959275,-87.550647,02/20/2019 12:37:00 AM,2019
CR00000100,01/31/2024 04:41:00 PM,35,CLEAR,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,TRAFFIC SIGNAL,DISTRACTION - FROM INSIDE VEHICLE,UNABLE TO DETERMINE,0,0,0,0,16,4,1,260,MICHIGAN AVE,41.881502,-87.674521,01/31/2024 04:49:00 PM,2024
CR00000101,12/08/2022 02:28:00 PM,30,CLEAR,DAYLIGHT,REAR TO FRONT,DIVIDED - W/MEDIAN (NOT RAISED),STOP SIGN/FLASHER,IMPROPER LANE USAGE,UNABLE TO DETERMINE,0,0,0,0,14,5,12,1470,CICERO AVE,41.882942,-87.722636,12/08/2022 04:26:00 PM,2022
CR00000102,09/12/2018 06:35:00 AM,45,CLEAR,DAYLIGHT,REAR END,ONE-WAY,STOP SIGN/FLASHER,UNABLE TO DETERMINE,NOT APPLICABLE,0,0,0,0,6,4,9,1532,CLARK ST,41.785244,-87.596693,09/12/2018 08:00:00 AM,2018
CR00000103,05/11/2022 06:42:00 PM,40,CLEAR,DARKNESS - LIGHTED ROAD,TURNING,NOT DIVIDED,STOP SIGN/FLASHER,FAILING TO REDUCE SPEED,NOT APPLICABLE,0,0,0,0,18,4,5,2256,CICERO AVE,41.878512,-87.521699,05/11/2022 07:22:00 PM,2022
CR00000104,03/31/2022 06:27:00 PM,30,FREEZING RAIN/DRIZZLE,DARKNESS - LIGHTED ROAD,REAR END,NOT DIVIDED,NO CONTROLS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,0,0,0,18,5,3,1311,ASHLAND AVE,41.705469,-87.741897,03/31/2022 06:55:00 PM,2022
CR00000105,09/10/2020 08:34:00 PM,25,CLOUDY/OVERCAST,DAWN,PARKED MOTOR VEHICLE,NOT DIVIDED,UNKNOWN,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,0,1,3,4,20,5,9,1782,ARCHER AVE,41.739315,-87.718148,09/10/2020 08:55:00 PM,2020
CR00000106,08/02/2022 07:15:00 PM,35,CLEAR,DAYLIGHT,FIXED OBJECT,ONE-WAY,TRAFFIC SIGNAL,IMPROPER OVERTAKING/PASSING,WEATHER,0,0,2,2,19,3,8,1254,IRVING PARK RD,41.770201,-87.766291,08/02/2022 08:59:00 PM,2022
CR00000107,04/14/2019 03:33:00 PM,25,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,TRAFFIC SIGNAL,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,0,0,0,0,15,1,4,520,47TH ST,41.748617,-87.780106,04/14/2019 04:51:00 PM,2019
CR00000108,06/26/2024 03:54:00 PM,40,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,TRAFFIC SIGNAL,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,0,0,0,0,15,4,6,209,DAMEN AVE,41.725163,-87.793891,06/26/2024 04:52:00 PM,2024
CR00000109,08/07/2015 01:32:00 PM,15,CLEAR,DAYLIGHT,PEDESTRIAN,FOUR WAY,TRAFFIC SIGNAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,0,0,0,13,6,8,256,CLARK ST,41.81585,-87.821438,08/07/2015 02:01:00 PM,2015
CR00000110,04/21/2024 03:44:00 PM,30,CLEAR,DARKNESS - LIGHTED ROAD,PEDESTRIAN,FOUR WAY,TRAFFIC SIGNAL,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,0,0,3,3,15,1,4,1280,MICHIGAN AVE,41.701575,-87.822271,04/21/2024 04:17:00 PM,2024
CR00000111,05/18/2018 07:03:00 AM,20,CLEAR,DARKNESS - LIGHTED ROAD,ANGLE,NOT DIVIDED,STOP SIGN/FLASHER,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,IMPROPER LANE USAGE,0,0,0,0,7,6,5,1090,47TH ST,41.891686,-87.632016,05/18/2018 07:12:00 AM,2018
CR00000112,08/11/2016 10:27:00 AM,20,CLEAR,DAYLIGHT,REAR END,ONE-WAY,TRAFFIC SIGNAL,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,0,0,0,0,10,5,8,2179,ELSTON AVE,41.805845,-87.650268,08/11/2016 10:51:00 AM,2016
CR00000113,03/25/2015 12:55:00 PM,15,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,UNKNOWN,DISTRACTION - FROM INSIDE VEHICLE,DISTRACTION - FROM INSIDE VEHICLE,0,0,0,0,12,4,3,524,IRVING PARK RD,41.890701,-87.506636,03/25/2015 01:28:00 PM,2015
CR00000114,07/11/2021 07:48:00 PM,25,FREEZING RAIN/DRIZZLE,DARKNESS,TURNING,DIVIDED - W/MEDIAN BARRIER,TRAFFIC SIGNAL,DISTRACTION - FROM INSIDE VEHICLE,UNABLE TO DETERMINE,0,0,0,0,19,1,7,652,CICERO AVE,41.713301,-87.658895,07/11/2021 09:33:00 PM,2021
CR00000115,01/11/2023 08:29:00 PM,15,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),TRAFFIC SIGNAL,IMPROPER OVERTAKING/PASSING,FOLLOWING TOO CLOSELY,0,0,0,0,20,4,1,249,IRVING PARK RD,41.760477,-87.573112,01/11/2023 10:23:00 PM,2023
CR00000116,04/03/2022 08:18:00 AM,30,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),YIELD,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,0,0,0,0,8,1,4,1683,MILWAUKEE AVE,41.934252,-87.546971,04/03/2022 09:01:00 AM,2022
CR00000117,02/04/2017 03:44:00 PM,20,CLOUDY/OVERCAST,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STOP SIGN/FLASHER,UNABLE TO DETERMINE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,0,0,0,0,15,7,2,1303,MILWAUKEE AVE,41.977293,-87.668253,02/04/2017 05:27:00 PM,2017
CR00000118,02/25/2016 05:20:00 AM,25,CLOUDY/OVERCAST,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,0,0,0,0,5,5,2,1544,DIVISION ST,41.791949,-87.639082,02/25/2016 06:15:00 AM,2016
CR00000119,11/17/2019 10:40:00 AM,15,CLEAR,DARKNESS - LIGHTED ROAD,FIXED OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,1,1,2,10,1,11,1066,IRVING PARK RD,41.853926,-87.587536,11/17/2019 11:01:00 AM,2019
CR00000120,03/27/2022 12:23:00 PM,35,CLEAR,DAYLIGHT,TURNING,T-INTERSECTION,NO CONTROLS,IMPROPER LANE USAGE,UNABLE TO DETERMINE,0,0,0,0,12,1,3,2268,ARCHER AVE,41.870173,-87.638217,03/27/2022 01:50:00 PM,2022
CR00000121,06/19/2019 11:41:00 AM,35,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,NO CONTROLS,WEATHER,FOLLOWING TOO CLOSELY,0,0,0,0,11,4,6,1927,KEDZIE AVE,41.988156,-87.84093,06/19/2019 12:05:00 PM,2019
CR00000122,11/11/2021 10:44:00 AM,30,SNOW,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,STOP SIGN/FLASHER,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,FOLLOWING TOO CLOSELY,0,0,2,2,10,5,11,1328,STONY ISLAND AVE,41.751797,-87.600321,11/11/2021 10:56:00 AM,2021
CR00000123,12/25/2022 06:59:00 PM,20,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,NO CONTROLS,FAILING TO YIELD RIGHT-OF-WAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,0,0,0,0,18,1,12,2444,ARCHER AVE,41.752227,-87.723478,12/25/2022 07:28:00 PM,2022
CR00000124,03/29/2020 09:35:00 PM,35,CLEAR,DAYLIGHT,REAR TO FRONT,DIVIDED - W/MEDIAN (NOT RAISED),STOP SIGN/FLASHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,0,0,0,21,1,3,1398,79TH ST,41.965274,-87.826988,03/29/2020 10:26:00 PM,2020
CR00000125,10/31/2015 02:29:00 PM,40,RAIN,DARKNESS - LIGHTED ROAD,REAR END,T-INTERSECTION,NO CONTROLS,FAILING TO YIELD RIGHT-OF-WAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,0,0,0,0,14,7,10,326,ASHLAND AVE,41.803354,-87.542714,10/31/2015 04:09:00 PM,2015
CR00000126,10/23/2020 07:19:00 AM,40,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STOP SIGN/FLASHER,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,FOLLOWING TOO CLOSELY,0,0,0,0,7,6,10,612,79TH ST,41.796798,-87.601734,10/23/2020 08:04:00 AM,2020
CR00000127,05/25/2018 05:34:00 PM,25,CLEAR,DARKNESS - LIGHTED ROAD,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN BARRIER,STOP SIGN/FLASHER,FOLLOWING TOO CLOSELY,NOT APPLICABLE,0,0,0,0,17,6,5,2408,PULASKI RD,41.892296,-87.642867,05/25/2018 06:49:00 PM,2018
CR00000128,04/03/2024 01:05:00 AM,30,FREEZING RAIN/DRIZZLE,DARKNESS - LIGHTED ROAD,TURNING,FOUR WAY,STOP SIGN/FLASHER,UNABLE TO DETERMINE,IMPROPER OVERTAKING/PASSING,0,0,0,0,1,4,4,2334,CLARK ST,41.892436,-87.64813,04/03/2024 02:29:00 AM,2024
CR00000129,03/14/2022 10:30:00 AM,20,CLOUDY/OVERCAST,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),TRAFFIC SIGNAL,IMPROPER OVERTAKING/PASSING,IMPROPER OVERTAKING/PASSING,0,0,0,0,10,2,3,935,MILWAUKEE AVE,41.942205,-87.707868,03/14/2022 11:29:00 AM,2022
CR00000130,10/20/2021 07:20:00 AM,40,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,TRAFFIC SIGNAL,UNABLE TO DETERMINE,FOLLOWING TOO CLOSELY,0,0,1,1,7,4,10,1941,MICHIGAN AVE,41.992612,-87.804232,10/20/2021 08:08:00 AM,2021
CR00000131,07/31/2016 06:03:00 AM,25,CLEAR,DARKNESS - LIGHTED ROAD,PEDESTRIAN,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,WEATHER,UNABLE TO DETERMINE,0,0,0,0,6,1,7,2140,OGDEN AVE,41.815245,-87.634618,07/31/2016 06:35:00 AM,2016
CR00000132,03/27/2020 03:56:00 PM,35,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,UNABLE TO DETERMINE,FOLLOWING TOO CLOSELY,0,0,0,0,15,6,3,2127,DIVISION ST,41.706953,-87.519169,03/27/2020 05:01:00 PM,2020
CR00000133,11/23/2024 11:41:00 PM,35,CLEAR,DAYLIGHT,PEDESTRIAN,DIVIDED - W/MEDIAN (NOT RAISED),YIELD,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,0,0,0,0,23,7,11,285,BROADWAY,41.785725,-87.847138,11/23/2024 11:55:00 PM,2024
CR00000134,07/29/2015 04:35:00 PM,35,FOG/SMOKE/HAZE,DARKNESS - LIGHTED ROAD,SIDESWIPE SAME DIRECTION,FOUR WAY,STOP SIGN/FLASHER,IMPROPER LANE USAGE,UNABLE TO DETERMINE,0,0,0,0,16,4,7,627,ASHLAND AVE,41.865967,-87.824264,07/29/2015 05:40:00 PM,2015
CR00000135,06/02/2019 12:50:00 PM,15,CLEAR,DAYLIGHT,PEDESTRIAN,DIVIDED - W/MEDIAN (NOT RAISED),TRAFFIC SIGNAL,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,IMPROPER OVERTAKING/PASSING,0,0,1,1,12,1,6,710,DIVISION ST,41.880739,-87.709515,06/02/2019 12:56:00 PM,2019
CR00000136,10/12/2020 07:20:00 AM,40,CLEAR,DARKNESS,ANGLE,NOT DIVIDED,TRAFFIC SIGNAL,UNABLE TO DETERMINE,FAILING TO YIELD RIGHT-OF-WAY,0,2,1,3,7,2,10,1456,63RD ST,41.878117,-87.67244,10/12/2020 08:26:00 AM,2020
CR00000137,03/24/2016 01:37:00 PM,15,RAIN,DARKNESS - LIGHTED ROAD,SIDESWIPE SAME DIRECTION,FOUR WAY,PEDESTRIAN CROSSING SIGN,IMPROPER LANE USAGE,IMPROPER LANE USAGE,0,0,0,0,13,5,3,1032,ROOSEVELT RD,41.96963,-87.544765,03/24/2016 02:58:00 PM,2016
CR00000138,07/30/2015 04:30:00 PM,35,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STOP SIGN/FLASHER,FAILING TO REDUCE SPEED,UNABLE TO DETERMINE,0,0,0,0,16,5,7,881,WESTERN AVE,41.888708,-87.633092,07/30/2015 06:18:00 PM,2015
CR00000139,12/12/2019 11:26:00 AM,45,CLEAR,DUSK,PEDESTRIAN,NOT DIVIDED,UNKNOWN,UNABLE TO DETERMINE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,0,0,0,0,11,5,12,949,ELSTON AVE,41.90715,-87.706368,12/12/2019 01:06:00 PM,2019
CR00000140,08/24/2018 06:30:00 PM,40,CLEAR,DARKNESS - LIGHTED ROAD,TURNING,DIVIDED - W/MEDIAN BARRIER,PEDESTRIAN CROSSING SIGN,DISREGARDING TRAFFIC SIGNALS,FAILING TO REDUCE SPEED,0,0,0,0,18,6,8,1182,DIVISION ST,41.794126,-87.789386,08/24/2018 08:27:00 PM,2018
CR00000141,06/06/2020 08:15:00 AM,30,CLOUDY/OVERCAST,DAYLIGHT,FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,TRAFFIC SIGNAL,FOLLOWING TOO CLOSELY,IMPROPER OVERTAKING/PASSING,0,0,0,0,8,7,6,1528,ELSTON AVE,41.78955,-87.52048,06/06/2020 08:54:00 AM,2020
CR00000142,12/02/2023 07:17:00 PM,35,CLEAR,DAWN,REAR END,NOT DIVIDED,NO CONTROLS,FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED,0,0,0,0,19,7,12,423,ARCHER AVE,41.872043,-87.659883,12/02/2023 09:12:00 PM,2023
CR00000143,12/17/2019 05:16:00 PM,40,CLOUDY/OVERCAST,DAYLIGHT,REAR END,NOT DIVIDED,STOP SIGN/FLASHER,DISREGARDING TRAFFIC SIGNALS,IMPROPER LANE USAGE,0,0,0,0,17,3,12,1080,MICHIGAN AVE,41.764196,-87.560217,12/17/2019 05:51:00 PM,2019
CR00000144,07/27/2015 06:57:00 PM,30,CLOUDY/OVERCAST,DARKNESS - LIGHTED ROAD,REAR END,DIVIDED - W/MEDIAN BARRIER,PEDESTRIAN CROSSING SIGN,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,0,0,0,18,2,7,2354,STONY ISLAND AVE,41.891383,-87.831628,07/27/2015 07:50:00 PM,2015
CR00000145,07/25/2019 05:59:00 PM,20,SNOW,DARKNESS - LIGHTED ROAD,SIDESWIPE SAME DIRECTION,ONE-WAY,UNKNOWN,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,0,0,1,1,17,5,7,252,STONY ISLAND AVE,41.79635,-87.623936,07/25/2019 07:56:00 PM,2019
CR00000146,09/08/2019 11:11:00 PM,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,STOP SIGN/FLASHER,UNABLE TO DETERMINE,NOT APPLICABLE,0,0,2,2,23,1,9,1472,CLARK ST,41.755893,-87.587849,09/09/2019 01:03:00 AM,2019
CR00000147,02/05/2020 05:34:00 PM,35,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,DISREGARDING TRAFFIC SIGNALS,IMPROPER OVERTAKING/PASSING,0,0,0,0,17,4,2,1153,47TH ST,41.966778,-87.80303,02/05/2020 06:39:00 PM,2020
CR00000148,02/01/2017 12:47:00 AM,25,RAIN,DARKNESS - LIGHTED ROAD,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),TRAFFIC SIGNAL,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,0,0,0,0,0,4,2,1741,63RD ST,41.788507,-87.61396,02/01/2017 01:12:00 AM,2017
CR00000149,01/26/2016 08:08:00 AM,30,CLEAR,DUSK,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,IMPROPER LANE USAGE,DISREGARDING TRAFFIC SIGNALS,0,0,0,0,8,3,1,2446,WESTERN AVE,41.980748,-87.847609,01/26/2016 08:58:00 AM,2016
CR00000150,12/07/2017 05:23:00 PM,25,CLEAR,DARKNESS,ANGLE,DIVIDED - W/MEDIAN BARRIER,PEDESTRIAN CROSSING SIGN,FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED,0,0,0,0,17,5,12,580,79TH ST,41.718637,-87.808621,12/07/2017 06:03:00 PM,2017
CR00000151,04/23/2018 12:39:00 PM,45,CLEAR,DAYLIGHT,FIXED OBJECT,ONE-WAY,TRAFFIC SIGNAL,DISREGARDING TRAFFIC SIGNALS,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,0,0,0,0,12,2,4,994,IRVING PARK RD,41.987208,-87.682636,04/23/2018 01:38:00 PM,2018
CR00000152,10/10/2017 06:48:00 PM,30,CLEAR,DARKNESS - LIGHTED ROAD,REAR END,NOT DIVIDED,STOP SIGN/FLASHER,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,0,0,0,0,18,3,10,2445,ELSTON AVE,41.936211,-87.666073,10/10/2017 07:56:00 PM,2017
CR00000153,09/05/2016 07:20:00 AM,15,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),TRAFFIC SIGNAL,IMPROPER LANE USAGE,UNABLE TO DETERMINE,0,0,3,3,7,2,9,2388,CALIFORNIA AVE,41.846648,-87.535389,09/05/2016 08:18:00 AM,2016
CR00000154,07/18/2022 09:19:00 PM,30,RAIN,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),TRAFFIC SIGNAL,FAILING TO REDUCE SPEED,UNABLE TO DETERMINE,0,0,0,0,21,2,7,2316,PULASKI RD,41.818785,-87.564241,07/18/2022 10:55:00 PM,2022
CR00000155,10/10/2015 03:02:00 PM,35,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),TRAFFIC SIGNAL,UNABLE TO DETERMINE,FAILING TO REDUCE SPEED,0,0,0,0,15,7,10,2308,HALSTED ST,41.753994,-87.8026,10/10/2015 04:25:00 PM,2015
CR00000156,04/30/2022 11:07:00 AM,30,CLEAR,DUSK,REAR END,NOT DIVIDED,TRAFFIC SIGNAL,FAILING TO REDUCE SPEED,DISREGARDING TRAFFIC SIGNALS,0,0,0,0,11,7,4,2330,DAMEN AVE,41.861178,-87.664905,04/30/2022 12:41:00 PM,2022
CR00000157,12/18/2020 12:52:00 PM,20,CLEAR,DARKNESS - LIGHTED ROAD,TURNING,FOUR WAY,PEDESTRIAN CROSSING SIGN,UNABLE TO DETERMINE,FOLLOWING TOO CLOSELY,0,0,0,0,12,6,12,944,CICERO AVE,41.838188,-87.795708,12/18/2020 01:17:00 PM,2020
CR00000158,02/18/2016 05:02:00 PM,15,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,NO CONTROLS,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,0,0,0,0,17,5,2,331,HALSTED ST,41.901607,-87.544726,02/18/2016 05:34:00 PM,2016
CR00000159,08/25/2020 10:14:00 AM,40,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,NO CONTROLS,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,IMPROPER LANE USAGE,0,2,1,3,10,3,8,817,79TH ST,41.771071,-87.54331,08/25/2020 11:39:00 AM,2020
